Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Age,ConcreteComprenssiveStrength
0.205479,0.801336,0,0.560703,0,0.374419,0.306322,0.244505,0.602965
0.394977,0,0,0.488818,0,0.834302,0.536879,0.016484,0.147876
0.343151,0,0.493753,0.195687,0.440994,0.543023,0.74009,0.151099,0.666501
0.252283,0,0.501749,0.299521,0.270186,0.601163,0.776719,0.035714,0.298742
0.633562,0.420701,0,0.25639,0.493789,0.968895,0.027597,0.016484,0.557743
0.510502,0.462994,0,0.416933,0.276398,0.234302,0.491721,0.074176,0.733898
0.257763,0.149694,0.609195,0.269968,0.298137,0.620058,0.468138,0.151099,0.643204
0.474886,0,0,0.560703,0,0.613372,0.592072,0.005495,0.1186
0.075342,0.292154,0.964518,0.592652,0.186335,0.476744,0.12293,0.074176,0.243927
0.461187,0.211464,0,0.848243,0,0.380814,0.190667,1,0.6594
0.908676,0,0,0.624601,0,0.94186,0.047667,0.005495,0.295627
0.100457,0.639955,0,0.640575,0.093168,0.075581,0.697441,0.074176,0.382833
0.863014,0,0,0.560703,0,0.392442,0.318615,0.005495,0.274822
0.371005,0.308848,0.432284,0.588658,0.18323,0.09186,0.492725,0.074176,0.488476
0.093607,0.470228,0.714643,0.552716,0.248447,0.482558,0.12293,0.074176,0.341223
0.408676,0,0,0.51278,0,0.880814,0.451581,0.074176,0.250529
0.148402,0.209794,0.834583,0.337061,0.245342,0.599709,0.441796,0.035714,0.38084
0.291553,0,0.590705,0.586262,0.189441,0.660174,0.410436,0.271978,0.480005
0.374429,0.317195,0,0.848243,0,0.380814,0.190667,0.244505,0.556871
0.3379,0,0.478261,0.559105,0.164596,0.429942,0.660311,0.074176,0.310078
0.474658,0.397329,0.555722,0.367412,0.686335,0.328198,0.143502,0.074176,0.447116
0.148402,0.209794,0.834583,0.337061,0.245342,0.599709,0.441796,0.151099,0.636975
0.116438,0.40345,0.564718,0.448882,0.248447,0.584302,0.238334,0.074176,0.289398
0.563927,0,0,0.560703,0,0.715116,0.531862,0.016484,0.196836
0.202511,0,0.626687,0.321885,0.242236,0.840116,0.526844,0.005495,0.158341
0.143836,0,0.717641,0.335463,0,0.594767,0.769945,0.074176,0.297371
0.3379,0,0.478261,0.523962,0.170807,0.453198,0.670346,0.035714,0.281425
0.395205,0,0.606697,0.301118,0.307453,0.734302,0.460361,0.271978,0.701134
0.399543,0.324986,0.454773,0.549521,0.217391,0.422965,0.179629,0.074176,0.513891
0.965753,0,0,0.536741,0,0.94186,0.047667,0.035714,0.573938
0.657306,0.525876,0,0.192492,0.68323,0.417733,0.405921,0.074176,0.899091
0.146119,0.722593,0,0.490415,0.39441,0.168023,0.584044,0.074176,0.443379
0.541553,0,0,0.510383,0,0.779651,0.402158,0.016484,0.234832
0.395205,0,0.606697,0.301118,0.307453,0.734302,0.460361,0.035714,0.453968
0.076941,0.566221,0,0.510383,0,0.8,0.414701,0.074176,0.197708
0.252511,0,0.501749,0.300319,0.322981,0.589535,0.77722,0.035714,0.287031
0.442466,0,0,0.510383,0,0.844186,0.439789,0.016484,0.155849
0.076941,0.566221,0,0.510383,0,0.8,0.414701,0.016484,0.064532
0.342009,0,0.49925,0.194089,0.385093,0.59593,0.767185,0.005495,0.232839
0.310731,0,0.470265,0.518371,0.217391,0.432849,0.634722,0.271978,0.52286
0.737443,0.295771,0,0.253195,0.512422,0.148546,0.735324,0.247253,0.783232
0.424658,0.534224,0,0.560703,0,0.380814,0.310587,0.005495,0.171671
0.211644,0,0.502249,0.34984,0.232919,0.597093,0.782489,0.074176,0.291392
0.310731,0,0.470265,0.518371,0.217391,0.432849,0.634722,0.074176,0.347577
0.148402,0.209794,0.834583,0.337061,0.245342,0.599709,0.441796,0.271978,0.678709
0.107306,0.65665,0,0.432907,0.403727,0.133721,0.750125,0.074176,0.381587
0.155936,0.432666,0,0.510383,0,0.655814,0.326894,0.016484,0.104647
0.586758,0.052866,0.704648,0.257188,0.338509,0.409884,0.519318,0.005495,0.265479
0.442922,0,0.534733,0.792332,0.341615,0.052326,0.461616,0.074176,0.362402
0.442237,0,0.477761,0.396965,0.276398,0.447965,0.665329,0.005495,0.256883
0.098174,0,0.669665,0.472843,0.341615,0.517442,0.546914,0.074176,0.135418
0.182648,0.125765,0.609695,0.386581,0.254658,0.751163,0.468389,0.151099,0.512894
0.965753,0,0,0.536741,0,0.94186,0.047667,0.244505,0.703252
0.785388,0.066778,0.394803,0.321086,0.319876,0.482558,0.296036,0.074176,0.636103
0.481735,0.40345,0,0.448882,0.248447,0.584302,0.238334,0.074176,0.482372
0.309361,0.660824,0,0.848243,0,0.380814,0,0.074176,0.345708
0.300913,0,0.472764,0.607827,0.142857,0.424419,0.647767,0.074176,0.255513
0.181279,0,0.834583,0.381789,0.236025,0.740116,0.461114,0.005495,0.14065
0.408676,0,0,0.51278,0,0.880814,0.451581,0.016484,0.151613
0.09589,0.473011,0.664668,0.560703,0.248447,0.037791,0.529353,0.074176,0.343092
1,0,0,0.408946,0,0.94186,0.047667,0.035714,0.71546
0.538584,0.525876,0,0.424121,0.295031,0.417733,0.405921,0.074176,0.592625
0.502283,0,0,0.648562,0,0.502907,0.516809,0.491758,0.339604
0.650685,0.055648,0.469765,0.28115,0.444099,0.398256,0.629704,0.016484,0.429924
0.680365,0,0,0.520767,0,0.651163,0.378826,0.074176,0.515386
0.908676,0,0,0.145367,0.124224,0.479651,0.649774,0.074176,0.812757
0.121005,0,0.714643,0.56869,0.279503,0.715116,0.258404,0.074176,0.126199
0.251142,0,0.623688,0.297125,0.242236,0.826744,0.515554,0.035714,0.36153
0.292237,0,0.591204,0.588658,0.142857,0.663954,0.412945,0.035714,0.221129
0.594977,0.525876,0,0.344249,0.360248,0.417733,0.405921,0.074176,0.859225
0.442466,0,0,0.510383,0,0.844186,0.439789,0.074176,0.285163
0.6379,0,0,0.510383,0,0.882558,0.477421,0.016484,0.152112
0.300913,0,0.472764,0.607827,0.142857,0.424419,0.647767,0.035714,0.246792
0.650685,0.055648,0.469765,0.28115,0.360248,0.398256,0.629704,0.074176,0.55251
0.255023,0.272955,0.122439,0.478434,0.214286,0.769768,0.480181,0.271978,0.642457
0.255023,0.272955,0.122439,0.478434,0.214286,0.769768,0.480181,0.005495,0.195216
0.208904,0.807457,0,0.510383,0,0.573256,0.276719,0.016484,0.18525
0.42968,0.538397,0,0.510383,0,0.573256,0.276719,0.074176,0.382584
0.639269,0,0,0.504792,0,0.715116,0.363773,0.074176,0.43715
0.512557,0,0.689155,0.616613,0.335404,0.000291,0.497993,0.074176,0.452224
0.442237,0,0.477761,0.396965,0.276398,0.447965,0.665329,0.151099,0.577925
0.341096,0,0.591204,0.532748,0.180124,0.661047,0.410687,0.035714,0.34384
0.347032,0,0,0.608626,0,0.485465,0.674862,0.244505,0.30659
0.625571,0,0,0.741214,0,0.588663,0.422479,0.271978,0.507413
0.335845,0,0.493753,0.289936,0.397516,0.543023,0.74009,0.074176,0.355301
0.488813,0.586255,0,0.510383,0,0.511628,0.239087,0.016484,0.275445
0.181279,0,0.834583,0.381789,0.236025,0.740116,0.461114,0.151099,0.414102
0.654338,0.270173,0,0.288339,0.375776,0.148546,0.832163,0.151099,0.658652
0.506164,0.786867,0,0.495208,0.319876,0.411919,0.165329,0.074176,0.901582
0.310502,0,0,0.51278,0,0.924419,0.489212,0.016484,0.121091
0.851598,0.330551,0,0.473642,0.276398,0.148546,0.470396,0.074176,0.821851
0.415525,0.33389,0,0.36901,0.217391,0.491279,0.501756,0.074176,0.480877
0.743151,0.132165,0,0.848243,0,0.380814,0,0.016484,0.407998
0.440639,0,0,0.504792,0,0.77907,0.439037,0.074176,0.284664
0.522831,0,0,0.560703,0,0.514535,0.579528,0.986264,0.484739
0.650685,0.055648,0.469765,0.28115,0.444099,0.398256,0.629704,0.074176,0.596861
0.341096,0,0.591204,0.567891,0.180124,0.705232,0.402158,0.151099,0.460197
0.48242,0.729549,0,0.428914,0.267081,0.714826,0.044656,0.016484,0.504173
0.220548,0.368392,0,0.560703,0,0.515698,0.580783,0.016484,0.153357
0.785388,0.066778,0.394803,0.321086,0.360248,0.482558,0.296036,0.074176,0.524355
0.300913,0,0.472764,0.607827,0.142857,0.424419,0.647767,0.005495,0.100287
0.908676,0,0,0.624601,0,0.94186,0.047667,0.074176,0.520244
0.965753,0,0,0.536741,0,0.94186,0.047667,0.074176,0.667871
0.120548,0.510295,0,0.571086,0.282609,0.221512,0.686653,0.074176,0.267348
0.468037,0,0,0.56869,0,0.485465,0.546914,1,0.421328
0.255023,0,0.873063,0.263578,0.31677,0.734012,0.457602,0.035714,0.39118
0.121461,0.511686,0.715642,0.57508,0.285714,0.228488,0.262168,0.074176,0.332129
0.252511,0,0.501749,0.300319,0.322981,0.589535,0.77722,0.271978,0.565716
0.785388,0.066778,0.394803,0.321086,0.360248,0.482558,0.296036,0.151099,0.670363
0.25137,0,0.607696,0.467252,0.177019,0.74593,0.464877,0.005495,0.126324
0.389498,0,0.447776,0.614217,0.329193,0.378779,0.421977,0.074176,0.372742
0.594977,0.525876,0,0.344249,0.360248,0.417733,0.405921,0.151099,0.933973
0.341096,0,0.591204,0.532748,0.180124,0.661047,0.410687,0.074176,0.340351
0.633562,0.420701,0,0.25639,0.493789,0.968895,0.027597,0.005495,0.32727
0.594977,0.525876,0,0.344249,0.360248,0.417733,0.405921,0.005495,0.410739
0.13242,0.356149,0.609695,0.480831,0.198758,0.06686,0.715003,0.074176,0.461816
0.265297,0.15192,0.618691,0.151757,0.369565,0.798546,0.498495,0.074176,0.662514
0.594977,0.525876,0,0.344249,0.360248,0.417733,0.405921,0.074176,0.859225
0.347032,0,0,0.608626,0,0.485465,0.674862,1,0.342095
0.8379,0.326099,0,0.127796,1,0.148546,0.618414,0.074176,0.80441
0.181279,0,0.834583,0.381789,0.236025,0.740116,0.461114,0.035714,0.240065
0.173516,0.361157,0.592704,0.464057,0.111801,0.599709,0.383342,0.151099,0.576305
0.442922,0,0,0.51278,0,0.840116,0.439037,0.016484,0.206553
0.594977,0.525876,0,0.344249,0.360248,0.417733,0.405921,0.151099,0.933973
0.563927,0,0,0.560703,0,0.715116,0.531862,0.244505,0.462938
0.342009,0,0.49925,0.194089,0.385093,0.59593,0.767185,0.151099,0.520867
0.120548,0.510295,0,0.571086,0.282609,0.716279,0.257652,0.074176,0.198829
0.3379,0,0.478261,0.523962,0.170807,0.453198,0.670346,0.271978,0.498567
0.464155,0.566221,0,0.652556,0,0.477907,0.092825,0.016484,0.293509
0.274886,0,0.483258,0.539137,0.139752,0.482849,0.693176,0.271978,0.478136
0.252283,0,0.501749,0.299521,0.270186,0.601163,0.776719,0.271978,0.505668
0.160731,0.037841,0.861569,0.279553,0.127329,0.596802,0.658304,0.005495,0.236203
0.73516,0.061213,0.65967,0.448882,0.263975,0.061047,0.39137,0.151099,0.789461
